query_name,query_md5,match_name,containment,intersect_hashes,ksize,scaled,moltype,match_md5,jaccard,max_containment,average_abund,median_abund,std_abund,query_containment_ani,match_containment_ani,average_containment_ani,max_containment_ani,n_weighted_found,total_weighted_hashes
qsize=10000,65baffe3161e376e238e0d0a44d7b27b,SRR2924977,0.001,10,21,1000,DNA,772927c0c90049104a91efcaeb65b166,5.275263235635458e-6,0.001,3.4,1.0,3.97994974842648,0.719685673001152,0.5607736097596391,0.6402296413803956,0.719685673001152,34,11778542
qsize=1000,06e3ed33658503f35a60705dda70ec6b,SRR10562207,0.001,1,21,1000,DNA,7198b196d566dfcdfd6868083248cbd5,4.543905486765875e-6,0.001,3.0,3.0,0.0,0.719685673001152,0.5567829936956578,0.6382343333484048,0.719685673001152,3,861264
qsize=5000,6424f418433b237c8a9c44a818715253,SRR10562207,0.0004,2,21,1000,DNA,7198b196d566dfcdfd6868083248cbd5,8.925622785329846e-6,0.0004,1.5,1.5,0.5,0.6889589288344534,0.5754673965800999,0.6322131627072767,0.6889589288344534,3,861264
qsize=10000,65baffe3161e376e238e0d0a44d7b27b,SRR10562207,0.0001,1,21,1000,DNA,7198b196d566dfcdfd6868083248cbd5,4.365382516643021e-6,0.0001,2.0,2.0,0.0,0.6449466771037624,0.5567829936956578,0.6008648353997101,0.6449466771037624,2,861264
qsize=5000,6424f418433b237c8a9c44a818715253,SRR3112283,0.0002,1,21,1000,DNA,fefa7a26e3f09898c00c439050ce2520,0.000013905304873809358,0.0002,1.0,1.0,0.0,0.666589657745114,0.5891323329140215,0.6278609953295677,0.666589657745114,1,437813
qsize=5000,6424f418433b237c8a9c44a818715253,SRR7974425,0.0006,3,21,1000,DNA,e51bd7e53ce0fba91520da75fdda5a7a,0.000014871141558396494,0.0006,1.3333333333333333,1.0,0.4714045207910317,0.7023905031859884,0.5896989482765801,0.6460447257312842,0.7023905031859884,4,1340696
qsize=10000,65baffe3161e376e238e0d0a44d7b27b,SRR7974425,0.0001,1,21,1000,DNA,e51bd7e53ce0fba91520da75fdda5a7a,4.8371103103006266e-6,0.0001,1.0,1.0,0.0,0.6449466771037624,0.559641991629053,0.6022943343664078,0.6449466771037624,1,1340696
qsize=10000,65baffe3161e376e238e0d0a44d7b27b,SRR4125418,0.0002,2,21,1000,DNA,3ce1410341745043045cfb82ce09e7c3,0.000010441247102553929,0.0002,1.0,1.0,0.0,0.666589657745114,0.5806392216548794,0.6236144396999967,0.666589657745114,2,1209210
qsize=5000,6424f418433b237c8a9c44a818715253,SRR11300629,0.0002,1,21,1000,DNA,0acdd083f16bc054ec76b2bf0fc03d42,0.000021354289008947446,0.0002,1.0,1.0,0.0,0.666589657745114,0.6024612926705819,0.634525475207848,0.666589657745114,1,401905
qsize=10000,65baffe3161e376e238e0d0a44d7b27b,SRR7440988,0.0001,1,21,1000,DNA,616011065cf090a407c93b0e086aaed7,0.000023969319271332693,0.0001,1.0,1.0,0.0,0.6449466771037624,0.6104500716583946,0.6276983743810784,0.6449466771037624,1,191644
qsize=100,36c3fdb0e95a270b636308b47d19df42,SRR798731,0.01,1,21,1000,DNA,5b7a09c88538141b46c872684e754689,2.4561575870707864e-6,0.01,1.0,1.0,0.0,0.8030857221391514,0.5405979238807542,0.6718418230099528,0.8030857221391514,1,9778843
qsize=1000,06e3ed33658503f35a60705dda70ec6b,SRR798731,0.001,1,21,1000,DNA,5b7a09c88538141b46c872684e754689,2.450740123517302e-6,0.001,1.0,1.0,0.0,0.719685673001152,0.5405979238807542,0.6301417984409532,0.719685673001152,1,9778843
qsize=5000,6424f418433b237c8a9c44a818715253,SRR798731,0.0002,1,21,1000,DNA,5b7a09c88538141b46c872684e754689,2.4269488399184546e-6,0.0002,1.0,1.0,0.0,0.666589657745114,0.5405979238807542,0.6035937908129341,0.666589657745114,1,9778843
qsize=10000,65baffe3161e376e238e0d0a44d7b27b,SRR798731,0.0001,1,21,1000,DNA,5b7a09c88538141b46c872684e754689,2.39785152503357e-6,0.0001,1.0,1.0,0.0,0.6449466771037624,0.5405979238807542,0.5927723004922583,0.6449466771037624,1,9778843
qsize=10000,65baffe3161e376e238e0d0a44d7b27b,SRR1159782,0.0002,2,21,1000,DNA,c85ac280ce7b0f63d58cdbf998ae4d13,0.000019298499541660635,0.0002,1.0,1.0,0.0,0.666589657745114,0.5992377530554192,0.6329137054002666,0.666589657745114,2,500522
qsize=10000,65baffe3161e376e238e0d0a44d7b27b,SRR12935442,0.0001,1,21,1000,DNA,73c212becd281d1d44a42b702ead28e7,0.00002532479043735913,0.0001,16.0,16.0,0.0,0.6449466771037624,0.6125756743220232,0.6287611757128928,0.6449466771037624,16,250347
qsize=10000,65baffe3161e376e238e0d0a44d7b27b,SRR26718127,0.0002,2,21,1000,DNA,9573180ba5b9dbf0dc133aee60f2a4f7,7.426358373776043e-6,0.0002,208.0,208.0,26.0,0.666589657745114,0.5708652471549767,0.6187274524500453,0.666589657745114,416,5150107
qsize=10000,65baffe3161e376e238e0d0a44d7b27b,ERR433588,0.0001,1,21,1000,DNA,01674fe99c3ae2ba4d21fbe5a36112a3,0.000011393674232066356,0.0001,1.0,1.0,0.0,0.6449466771037624,0.5849307482775506,0.6149387126906565,0.6449466771037624,1,551526
qsize=10000,65baffe3161e376e238e0d0a44d7b27b,ERR1301831,0.0001,1,21,1000,DNA,fb93cf3518fa2266b1416b33876b73bd,9.459574508338614e-6,0.0001,2.0,2.0,0.0,0.6449466771037624,0.57917617989389,0.6120614284988262,0.6449466771037624,2,754848
qsize=5000,6424f418433b237c8a9c44a818715253,SRR11013465,0.0002,1,21,1000,DNA,1dbd7f97cfa85b9c08e66400c15f364e,0.00002703287197231834,0.0002,1.0,1.0,0.0,0.666589657745114,0.6102019245400802,0.638395791142597,0.666589657745114,1,203497
qsize=1000,06e3ed33658503f35a60705dda70ec6b,ERR4605133,0.001,1,21,1000,DNA,adb0285c4aceb83b6d0fbdc234686195,7.655660633750899e-7,0.001,1.0,1.0,0.0,0.719685673001152,0.5114190513955549,0.6155523621983534,0.719685673001152,1,4968765
qsize=5000,6424f418433b237c8a9c44a818715253,ERR4605133,0.0002,1,21,1000,DNA,adb0285c4aceb83b6d0fbdc234686195,7.632288549353812e-7,0.0002,1.0,1.0,0.0,0.666589657745114,0.5114190513955549,0.5890043545703345,0.666589657745114,1,4968765
qsize=10000,65baffe3161e376e238e0d0a44d7b27b,ERR4605133,0.001,10,21,1000,DNA,adb0285c4aceb83b6d0fbdc234686195,7.603325390392742e-6,0.001,1.6,1.0,0.9165151389911681,0.719685673001152,0.5706843329157971,0.6451850029584746,0.719685673001152,16,4968765
qsize=10000,65baffe3161e376e238e0d0a44d7b27b,SRR11080651,0.0001,1,21,1000,DNA,3a836219ad40079ad8d798e649598fde,0.0000469109161701928,0.0001,1.0,1.0,0.0,0.6449466771037624,0.6411554645726667,0.6430510708382146,0.6449466771037624,1,170629
qsize=1000,06e3ed33658503f35a60705dda70ec6b,ERR2597376,0.001,1,21,1000,DNA,2f0e4bccdcd2aac7cdd5d27ac3ae74aa,3.7710220337046405e-7,0.001,1.0,1.0,0.0,0.719685673001152,0.49445285738544953,0.6070692651933007,0.719685673001152,1,7475062
qsize=5000,6424f418433b237c8a9c44a818715253,ERR2597376,0.002,10,21,1000,DNA,2f0e4bccdcd2aac7cdd5d27ac3ae74aa,3.765355118171905e-6,0.002,1.5,1.0,0.9219544457292888,0.7438367286489914,0.5517520286061397,0.6477943786275655,0.7438367286489914,15,7475062
qsize=10000,65baffe3161e376e238e0d0a44d7b27b,ERR2597376,0.0014,14,21,1000,DNA,2f0e4bccdcd2aac7cdd5d27ac3ae74aa,5.261599195426317e-6,0.0014,1.3571428571428572,1.0,0.6102859818083951,0.7313097019236751,0.5606636712567894,0.6459866865902322,0.7313097019236751,19,7475062
qsize=10000,65baffe3161e376e238e0d0a44d7b27b,SRR15442395,0.0001,1,21,1000,DNA,bfd2cd7da704c1ca9278a81d7471882e,3.6269730733519034e-6,0.0001,3.0,3.0,0.0,0.6449466771037624,0.5516893857846591,0.5983180314442107,0.6449466771037624,3,4286182
qsize=5000,6424f418433b237c8a9c44a818715253,SRR23340011,0.0002,1,21,1000,DNA,54cf39cf668c06d25ce56783f8ab17f3,0.000015959144589849985,0.0002,1.0,1.0,0.0,0.666589657745114,0.5933231930018112,0.6299564253734626,0.666589657745114,1,1493534
qsize=1000,06e3ed33658503f35a60705dda70ec6b,SRR27303850,0.001,1,21,1000,DNA,286ffc52ae61105dbbd38e15d4f9d467,1.5371466868340312e-6,0.001,7.0,7.0,0.0,0.719685673001152,0.5286992588008339,0.624192465900993,0.719685673001152,7,1930183
qsize=5000,6424f418433b237c8a9c44a818715253,SRR27303850,0.0006,3,21,1000,DNA,286ffc52ae61105dbbd38e15d4f9d467,4.583273496151578e-6,0.0006,1.3333333333333333,1.0,0.4714045207910317,0.7023905031859884,0.5570943594885062,0.6297424313372473,0.7023905031859884,4,1930183
qsize=10000,65baffe3161e376e238e0d0a44d7b27b,SRR5368015,0.0001,1,21,1000,DNA,38b510ed6f34fb7b41c0a1a100a51619,0.00003410059676044331,0.0001,2.0,2.0,0.0,0.6449466771037624,0.6250258813573251,0.6349862792305437,0.6449466771037624,2,355637
qsize=5000,6424f418433b237c8a9c44a818715253,DRR362502,0.0002,1,21,1000,DNA,1714e1698cfeb91c475f2bac5951ad27,0.00003641395382710655,0.0002,1.0,1.0,0.0,0.666589657745114,0.6205649600266121,0.6435773088858631,0.666589657745114,1,1240618
qsize=10000,65baffe3161e376e238e0d0a44d7b27b,DRR362502,0.0001,1,21,1000,DNA,1714e1698cfeb91c475f2bac5951ad27,0.00003080524921446614,0.0001,1.0,1.0,0.0,0.6449466771037624,0.6205649600266121,0.6327558185651873,0.6449466771037624,1,1240618
qsize=5000,6424f418433b237c8a9c44a818715253,SRR13234135,0.0004,2,21,1000,DNA,b48938b2e021edb02e04ed8baa9f2c8d,0.0000532949609614411,0.0004,1.0,1.0,0.0,0.6889589288344534,0.6301801623742107,0.659569545604332,0.6889589288344534,2,392974
qsize=10000,65baffe3161e376e238e0d0a44d7b27b,SRR21871863,0.0001,1,21,1000,DNA,a53e8f5b86bed5394cfc07b07213c519,0.000026775912389214663,0.0001,1.0,1.0,0.0,0.6449466771037624,0.6147773094575611,0.6298619932806617,0.6449466771037624,1,985657
qsize=10000,65baffe3161e376e238e0d0a44d7b27b,SRR24181941,0.0002,2,21,1000,DNA,4af69c45d5474ce58a26752b9fea88b1,0.000030169097793130495,0.0002,116.0,116.0,115.0,0.666589657745114,0.6139343215313167,0.6402619896382153,0.666589657745114,232,1970043
qsize=5000,6424f418433b237c8a9c44a818715253,SRR292350,0.0002,1,21,1000,DNA,fbc632cf4d9f86a2013841b031f1acaa,0.000020181634712411707,0.0002,2.0,2.0,0.0,0.666589657745114,0.6006560217973832,0.6336228397712487,0.666589657745114,2,783741
qsize=10000,65baffe3161e376e238e0d0a44d7b27b,SRR292350,0.0001,1,21,1000,DNA,fbc632cf4d9f86a2013841b031f1acaa,0.00001833180568285976,0.0001,29.0,29.0,0.0,0.6449466771037624,0.6006560217973832,0.6228013494505729,0.6449466771037624,29,783741
qsize=10000,65baffe3161e376e238e0d0a44d7b27b,SRR14852238,0.0001,1,21,1000,DNA,bf6f1e0912604793eacdcee9a5486368,0.0000218842324105482,0.0001,1.0,1.0,0.0,0.6449466771037624,0.607027816548287,0.6259872468260247,0.6449466771037624,1,1123602
qsize=1000,06e3ed33658503f35a60705dda70ec6b,DRR173016,0.001,1,21,1000,DNA,8de6b49e53c8f6cd4c02bca34f277892,3.3927056827820187e-6,0.001,1.0,1.0,0.0,0.719685673001152,0.5490602845091783,0.6343729787551652,0.719685673001152,1,4233483
qsize=10000,65baffe3161e376e238e0d0a44d7b27b,DRR173016,0.0002,2,21,1000,DNA,8de6b49e53c8f6cd4c02bca34f277892,6.5843838169014546e-6,0.0002,64.0,64.0,26.0,0.666589657745114,0.5674855303945142,0.6170375940698141,0.666589657745114,128,4233483
qsize=5000,6424f418433b237c8a9c44a818715253,ERR046782,0.0002,1,21,1000,DNA,824fa7d7e37b4d50e9b494605478ef15,6.1547551638395825e-6,0.0002,1.0,1.0,0.0,0.666589657745114,0.5656052993616981,0.6160974785534061,0.666589657745114,1,597381
qsize=10000,65baffe3161e376e238e0d0a44d7b27b,SRR28264998,0.0001,1,21,1000,DNA,7e7d84edebacbd7b9b39c46e59b38507,0.000024056966897613547,0.0001,1.0,1.0,0.0,0.6449466771037624,0.6105897148756197,0.627768195989691,0.6449466771037624,1,623969
qsize=5000,6424f418433b237c8a9c44a818715253,SRR14861918,0.0002,1,21,1000,DNA,cef3da7c87b714a1e219c337fc1dde2f,0.000010822393697037911,0.0002,1.0,1.0,0.0,0.666589657745114,0.5816871347303731,0.6241383962377436,0.666589657745114,1,1505245
qsize=10000,65baffe3161e376e238e0d0a44d7b27b,SRR14861918,0.0001,1,21,1000,DNA,cef3da7c87b714a1e219c337fc1dde2f,0.000010266835042761368,0.0001,69.0,69.0,0.0,0.6449466771037624,0.5816871347303731,0.6133169059170678,0.6449466771037624,69,1505245
qsize=5000,6424f418433b237c8a9c44a818715253,SRR12151884,0.0002,1,21,1000,DNA,934bc6e945ca7285561e6ec0fc9ee5de,5.721576637658273e-6,0.0002,1.0,1.0,0.0,0.666589657745114,0.563583186126113,0.6150864219356136,0.666589657745114,1,3266155
qsize=10000,65baffe3161e376e238e0d0a44d7b27b,DRR408129,0.0001,1,21,1000,DNA,1af483a7ebee2b855c6b7d76883c89bf,0.000017190991920233796,0.0001,1.0,1.0,0.0,0.6449466771037624,0.5984256587892203,0.6216861679464913,0.6449466771037624,1,1622759
qsize=10000,65baffe3161e376e238e0d0a44d7b27b,SRR2022621,0.0001,1,21,1000,DNA,60fc157df2dfefbe433a903230448d5f,3.5045787321135065e-6,0.0001,1.0,1.0,0.0,0.6449466771037624,0.5507550070996711,0.5978508421017168,0.6449466771037624,1,296903
qsize=5000,6424f418433b237c8a9c44a818715253,SRR31989834,0.0002,1,21,1000,DNA,a33848b7ca9f92413b8356de88c0c220,0.000011251504888778874,0.0002,1.0,1.0,0.0,0.666589657745114,0.5828282153280497,0.6247089365365819,0.666589657745114,1,1994103
qsize=10000,65baffe3161e376e238e0d0a44d7b27b,SRR8526174,0.0004,4,21,1000,DNA,9b2df6c830e58f5db9a563f61670578f,0.000011949644199343965,0.0004,1.25,1.0,0.4330127018922193,0.6889589288344534,0.5837344316285789,0.6363466802315161,0.6889589288344534,5,14112550
qsize=10000,65baffe3161e376e238e0d0a44d7b27b,ERR2309645,0.0001,1,21,1000,DNA,fce86f7d6ad0cbad0437db64acb76eb0,0.000012597472946926847,0.0001,1.0,1.0,0.0,0.6449466771037624,0.5881179535942817,0.6165323153490221,0.6449466771037624,1,365763
qsize=5000,6424f418433b237c8a9c44a818715253,SRR10088263,0.0002,1,21,1000,DNA,9826d00cd3d5af6ecf6985f6a7f553dc,0.000017081753271155753,0.0002,1.0,1.0,0.0,0.666589657745114,0.5954203599102588,0.6310050088276864,0.666589657745114,1,358983
qsize=5000,6424f418433b237c8a9c44a818715253,SRR5512032,0.0004,2,21,1000,DNA,a0466c722c9f74084fcf09d50768c2fd,0.000015614265192680034,0.0004,1.0,1.0,0.0,0.6889589288344534,0.5914842723168581,0.6402216005756558,0.6889589288344534,2,641194
qsize=10000,65baffe3161e376e238e0d0a44d7b27b,SRR5512032,0.0001,1,21,1000,DNA,a0466c722c9f74084fcf09d50768c2fd,7.51376898165889e-6,0.0001,30.0,30.0,0.0,0.6449466771037624,0.5722798299636395,0.608613253533701,0.6449466771037624,30,641194
qsize=5000,6424f418433b237c8a9c44a818715253,SRR5714697,0.0002,1,21,1000,DNA,3a11b44cf4e006f8b67fe9fe1f9ed0b4,0.00003406226582192247,0.0002,1.0,1.0,0.0,0.666589657745114,0.6181750241909182,0.642382340968016,0.666589657745114,1,166261
qsize=10000,65baffe3161e376e238e0d0a44d7b27b,ERR3272293,0.0001,1,21,1000,DNA,de8df47b3aee3e48b523ad7a3671738d,0.000027522430781086585,0.0001,14.0,14.0,0.0,0.6449466771037624,0.615883278839802,0.6304149779717823,0.6449466771037624,14,273002
qsize=10000,65baffe3161e376e238e0d0a44d7b27b,SRR30947208,0.0001,1,21,1000,DNA,3d1c855b95d80fa7dd6f3e4b736df9d2,0.00003280301787764474,0.0001,1.0,1.0,0.0,0.6449466771037624,0.6232933821775825,0.6341200296406724,0.6449466771037624,1,404139
qsize=10000,65baffe3161e376e238e0d0a44d7b27b,SRR28811270,0.0001,1,21,1000,DNA,23e43da81a9e89bdd73e10da1bca7a97,0.000013914398619691657,0.0001,1.0,1.0,0.0,0.6449466771037624,0.5913364019367462,0.6181415395202543,0.6449466771037624,1,909775
qsize=10000,65baffe3161e376e238e0d0a44d7b27b,ERR3455818,0.0002,2,21,1000,DNA,4ac085dcb70259e656fa684e5626996a,0.00002067012546766159,0.0002,1.0,1.0,0.0,0.666589657745114,0.601418368542902,0.634004013144008,0.666589657745114,2,882718
qsize=10000,65baffe3161e376e238e0d0a44d7b27b,ERR3682260,0.0002,2,21,1000,DNA,003301b087253789c08de7714169c221,7.745213458082904e-6,0.0002,1.5,1.5,0.5,0.666589657745114,0.5720543240497307,0.6193219908974223,0.666589657745114,3,3239869
qsize=5000,6424f418433b237c8a9c44a818715253,ERR206435,0.0004,2,21,1000,DNA,a2b05935fd8d78e7cd8185c7c2e9b253,7.809327460719083e-6,0.0004,1.0,1.0,0.0,0.6889589288344534,0.571740174383744,0.6303495516090987,0.6889589288344534,2,2121380
qsize=5000,6424f418433b237c8a9c44a818715253,ERR10378642,0.0002,1,21,1000,DNA,6e6d7e428186dda2c25d749a139cc621,1.4044786013640296e-6,0.0002,2.0,2.0,0.0,0.666589657745114,0.5265698090237331,0.5965797333844236,0.666589657745114,2,6585111
qsize=10000,65baffe3161e376e238e0d0a44d7b27b,ERR10378642,0.0007,7,21,1000,DNA,6e6d7e428186dda2c25d749a139cc621,9.762873743727354e-6,0.0007,6.714285714285714,7.0,4.919764387920733,0.7075653765539904,0.5776951466390724,0.6426302615965314,0.7075653765539904,47,6585111
qsize=5000,6424f418433b237c8a9c44a818715253,SRR27731256,0.0002,1,21,1000,DNA,77ff78c00088cfbc45b1d219f29981e5,5.5466193355150036e-6,0.0002,1.0,1.0,0.0,0.666589657745114,0.562726232462743,0.6146579451039285,0.666589657745114,1,5655316
qsize=10000,65baffe3161e376e238e0d0a44d7b27b,SRR27731256,0.0002,2,21,1000,DNA,77ff78c00088cfbc45b1d219f29981e5,0.000010793948912239798,0.0002,339.0,339.0,337.0,0.666589657745114,0.58161007726409,0.624099867504602,0.666589657745114,678,5655316
qsize=5000,6424f418433b237c8a9c44a818715253,SRR2155178,0.0006,3,21,1000,DNA,b44aaf8250341606310c4107c207aa47,8.455158069180103e-6,0.0006,2.6666666666666665,2.0,1.699673171197595,0.7023905031859884,0.5737566002798132,0.6380735517329008,0.7023905031859884,8,2033138
qsize=10000,65baffe3161e376e238e0d0a44d7b27b,SRR2155178,0.0001,1,21,1000,DNA,b44aaf8250341606310c4107c207aa47,2.7792059808512708e-6,0.0001,1.0,1.0,0.0,0.6449466771037624,0.5445122251435793,0.5947294511236709,0.6449466771037624,1,2033138
qsize=5000,6424f418433b237c8a9c44a818715253,SRR21375366,0.0002,1,21,1000,DNA,942f781e9ea736d82cfa7f23bd3d57fc,0.000019091256204658265,0.0002,1.0,1.0,0.0,0.666589657745114,0.5988970582818421,0.632743358013478,0.666589657745114,1,1043509
qsize=10000,65baffe3161e376e238e0d0a44d7b27b,SRR29659206,0.0001,1,21,1000,DNA,473ee01974be5ef74aaa78f81f3a9344,0.000010302799270561811,0.0001,1.0,1.0,0.0,0.6449466771037624,0.5817951074659168,0.6133708922848395,0.6449466771037624,1,2476948
qsize=5000,6424f418433b237c8a9c44a818715253,SRR19552409,0.0002,1,21,1000,DNA,87a5e03a714ed3cc3e96385cf0b5f695,0.000022952625780389275,0.0002,1.0,1.0,0.0,0.666589657745114,0.6047943095059962,0.6356919836255551,0.666589657745114,1,460776
qsize=5000,6424f418433b237c8a9c44a818715253,SRR2135738,0.0006,3,21,1000,DNA,d9f49fadd2f3d6003222f4105dc968bd,9.596038755201853e-6,0.0006,1.3333333333333333,1.0,0.4714045207910317,0.7023905031859884,0.5772782912197131,0.6398343972028507,0.7023905031859884,4,2429953
qsize=10000,65baffe3161e376e238e0d0a44d7b27b,SRR2135738,0.0002,2,21,1000,DNA,d9f49fadd2f3d6003222f4105dc968bd,6.29663444888707e-6,0.0002,4.0,4.0,2.0,0.666589657745114,0.566239195083199,0.6164144264141564,0.666589657745114,8,2429953
qsize=100,36c3fdb0e95a270b636308b47d19df42,SRR13557486,0.01,1,21,1000,DNA,a82f332af8c4384c67f7a8eb8d847b6a,7.161748813119178e-7,0.01,2.0,2.0,0.0,0.8030857221391514,0.5097806274704864,0.6564331748048189,0.8030857221391514,2,3752713
qsize=1000,06e3ed33658503f35a60705dda70ec6b,SRR13557486,0.001,1,21,1000,DNA,a82f332af8c4384c67f7a8eb8d847b6a,7.157135628435873e-7,0.001,1.0,1.0,0.0,0.719685673001152,0.5097806274704864,0.6147331502358192,0.719685673001152,1,3752713
qsize=5000,6424f418433b237c8a9c44a818715253,SRR13557486,0.0008,4,21,1000,DNA,a82f332af8c4384c67f7a8eb8d847b6a,2.85468782561283e-6,0.0008,2.25,2.0,1.0897247358851685,0.7120788630690342,0.5445689194334993,0.6283238912512668,0.7120788630690342,9,3752713
qsize=10000,65baffe3161e376e238e0d0a44d7b27b,SRR13557486,0.0008,8,21,1000,DNA,a82f332af8c4384c67f7a8eb8d847b6a,5.689091167685962e-6,0.0008,2.125,1.5,1.2686114456365274,0.7120788630690342,0.5628434450642202,0.6374611540666273,0.7120788630690342,17,3752713
qsize=100,36c3fdb0e95a270b636308b47d19df42,SRR5580360,0.02,2,21,1000,DNA,6e475dffd3ae2c421d4ff7ffbf6bc723,2.160548174282779e-6,0.02,1.0,1.0,0.0,0.8300354985387393,0.5373033157802196,0.6836694071594794,0.8300354985387393,2,1816417
qsize=1000,06e3ed33658503f35a60705dda70ec6b,SRR5580360,0.001,1,21,1000,DNA,6e475dffd3ae2c421d4ff7ffbf6bc723,1.0792236496753695e-6,0.001,1.0,1.0,0.0,0.719685673001152,0.5198580327236201,0.6197718528623861,0.719685673001152,1,1816417
qsize=5000,6424f418433b237c8a9c44a818715253,SRR5580360,0.0008,4,21,1000,DNA,6e475dffd3ae2c421d4ff7ffbf6bc723,4.2983529785974256e-6,0.0008,2.25,2.0,1.299038105676658,0.7120788630690342,0.5553340238601288,0.6337064434645815,0.7120788630690342,9,1816417
qsize=10000,65baffe3161e376e238e0d0a44d7b27b,SRR5580360,0.0006,6,21,1000,DNA,6e475dffd3ae2c421d4ff7ffbf6bc723,6.4130861159892136e-6,0.0006,2.8333333333333335,1.0,4.099457958749614,0.7023905031859884,0.5661605186179994,0.634275510901994,0.7023905031859884,17,1816417
qsize=10000,65baffe3161e376e238e0d0a44d7b27b,SRR5412528,0.0001,1,21,1000,DNA,ea16a008afd39cc917fea769f4cda85d,0.00001349108913562592,0.0001,1.0,1.0,0.0,0.6449466771037624,0.590329188066748,0.6176379325852552,0.6449466771037624,1,435540
qsize=1000,06e3ed33658503f35a60705dda70ec6b,SRR25337209,0.001,1,21,1000,DNA,d512199902eebe97ac7f14009adf5017,4.00447219454687e-7,0.001,3.0,3.0,0.0,0.719685673001152,0.4958697027647434,0.6077776878829477,0.719685673001152,3,7158571
qsize=5000,6424f418433b237c8a9c44a818715253,SRR25337209,0.001,5,21,1000,DNA,d512199902eebe97ac7f14009adf5017,1.9990372636538243e-6,0.001,1.8,1.0,1.1661903789690602,0.719685673001152,0.5353673232229822,0.6275264981120672,0.719685673001152,9,7158571
qsize=10000,65baffe3161e376e238e0d0a44d7b27b,SRR25337209,0.0012,12,21,1000,DNA,d512199902eebe97ac7f14009adf5017,4.7881311804299505e-6,0.0012,1.9166666666666667,2.0,0.9537935951882998,0.7259611712781008,0.5581580043748345,0.6420595878264677,0.7259611712781008,23,7158571
qsize=5000,6424f418433b237c8a9c44a818715253,SRR18100925,0.0014,7,21,1000,DNA,4835db667f1cffe630e3467908fed0c0,3.0973081295046475e-6,0.0014,1.0,1.0,0.0,0.7313097019236751,0.5466529096897927,0.638981305806734,0.7313097019236751,7,3541598
qsize=10000,65baffe3161e376e238e0d0a44d7b27b,SRR18100925,0.0013,13,21,1000,DNA,4835db667f1cffe630e3467908fed0c0,5.739461135238923e-6,0.0013,1.1538461538461537,1.0,0.532938710021193,0.7287334941087928,0.5630070353118586,0.6458702647103257,0.7287334941087928,15,3541598
qsize=5000,6424f418433b237c8a9c44a818715253,SRR10980628,0.0006,3,21,1000,DNA,b5138e90ae85f2024ec1f74a9fcfb3f4,3.918413408288228e-6,0.0006,1.3333333333333333,1.0,0.4714045207910317,0.7023905031859884,0.5529227765956115,0.6276566398907999,0.7023905031859884,4,1668515
qsize=10000,65baffe3161e376e238e0d0a44d7b27b,SRR10980628,0.0003,3,21,1000,DNA,b5138e90ae85f2024ec1f74a9fcfb3f4,3.892989504500296e-6,0.0003,1.3333333333333333,1.0,0.4714045207910317,0.6795851327658305,0.5529227765956115,0.6162539546807211,0.6795851327658305,4,1668515
qsize=10000,65baffe3161e376e238e0d0a44d7b27b,ERR2745299,0.0001,1,21,1000,DNA,0bc797f550a784e43f1140248cbde5fe,0.00006209251785159888,0.00016377333770062233,1.0,1.0,0.0,0.6449466771037624,0.6602765397728617,0.652611608438312,0.6602765397728617,1,10683
qsize=10000,65baffe3161e376e238e0d0a44d7b27b,ERR11531369,0.0001,1,21,1000,DNA,29ce79335fca43a1c75c6c88bee080ea,0.00004097185233744418,0.0001,3.0,3.0,0.0,0.6449466771037624,0.6338277543890242,0.6393872157463933,0.6449466771037624,3,319129
qsize=5000,6424f418433b237c8a9c44a818715253,ERR9514272,0.0002,1,21,1000,DNA,707ff3259a0d24593e10a1e989821062,1.639000340912071e-6,0.0002,1.0,1.0,0.0,0.666589657745114,0.5304859748280525,0.5985378162865833,0.666589657745114,1,8001477
qsize=10000,65baffe3161e376e238e0d0a44d7b27b,ERR9514272,0.0005,5,21,1000,DNA,707ff3259a0d24593e10a1e989821062,8.128442395354432e-6,0.0005,3.2,2.0,1.9390719429665317,0.6963187591769685,0.5727408929554422,0.6345298260662053,0.6963187591769685,16,8001477
qsize=5000,6424f418433b237c8a9c44a818715253,SRR28033830,0.0002,1,21,1000,DNA,7ce39edaea6c9b3245569ff207f912dc,9.517464547444561e-6,0.0002,1.0,1.0,0.0,0.666589657745114,0.5779497548127349,0.6222697062789244,0.666589657745114,1,3063066
qsize=5000,6424f418433b237c8a9c44a818715253,SRR12551003,0.0002,1,21,1000,DNA,20ecdfa1e9c7971f3042a93bfd4d59b0,0.000042195873243596775,0.0002,1.0,1.0,0.0,0.666589657745114,0.6260066851993991,0.6462981714722565,0.666589657745114,1,330395
qsize=10000,65baffe3161e376e238e0d0a44d7b27b,SRR32433429,0.0001,1,21,1000,DNA,d3abb036fc0272d892b8c43a36d88ab2,1.9413404567585825e-6,0.0001,2.0,2.0,0.0,0.6449466771037624,0.5350695455332433,0.5900081113185028,0.6449466771037624,2,5847635
qsize=10000,65baffe3161e376e238e0d0a44d7b27b,SRR8359518,0.0002,2,21,1000,DNA,ad55ee18ec3f5b482a0b0099ac350c65,0.000014181681521978062,0.0002,68.5,68.5,67.5,0.666589657745114,0.5897264386498176,0.6281580481974658,0.666589657745114,137,2437077
